/home/weifeng/MM/Bodendiek/CurlCurl_2/CurlCurl_2.mtx,nnzR=8921789,n=806529,petsc_norm=6.926503e+02,iter=100,time_solve=74.660,time_pre=1738.603
/home/weifeng/MM/Bodendiek/CurlCurl_3/CurlCurl_3.mtx,nnzR=13544618,n=1219574,petsc_norm=9.362718e+02,iter=100,time_solve=100.530,time_pre=2170.126
/home/weifeng/MM/Bodendiek/CurlCurl_4/CurlCurl_4.mtx,nnzR=26515867,n=2380515,petsc_norm=1.305797e+03,iter=100,time_solve=160.969,time_pre=1856.833
/home/weifeng/MM/Bodendiek/CurlCurl_1/CurlCurl_1.mtx,nnzR=2472071,n=226451,petsc_norm=3.495803e+02,iter=100,time_solve=42.755,time_pre=2171.485
/home/weifeng/MM/Bodendiek/CurlCurl_0/CurlCurl_0.mtx,nnzR=113343,n=11083,petsc_norm=4.859293e+01,iter=100,time_solve=28.718,time_pre=2166.774
/home/weifeng/MM/HB/lshp_577/lshp_577.mtx,nnzR=3889,n=577,petsc_norm=2.484447e-01,iter=100,time_solve=25.194,time_pre=2181.467
/home/weifeng/MM/HB/lns_131/lns_131.mtx,nnzR=536,n=131,petsc_norm=4.282068e+08,iter=22,time_solve=5.553,time_pre=2104.968
/home/weifeng/MM/HB/bcsstk25/bcsstk25.mtx,nnzR=252241,n=15439,petsc_norm=9.547156e+01,iter=100,time_solve=28.229,time_pre=2161.057
/home/weifeng/MM/HB/man_5976/man_5976.mtx,nnzR=225046,n=5976,petsc_norm=1.008855e+01,iter=100,time_solve=27.907,time_pre=2110.642
/home/weifeng/MM/HB/bcsstk24/bcsstk24.mtx,nnzR=159910,n=3562,petsc_norm=4.494151e+01,iter=100,time_solve=26.981,time_pre=2112.720
/home/weifeng/MM/HB/cegb2802/cegb2802.mtx,nnzR=277362,n=2802,petsc_norm=1.039791e+01,iter=100,time_solve=27.815,time_pre=2115.761
/home/weifeng/MM/HB/685_bus/685_bus.mtx,nnzR=3249,n=685,petsc_norm=1.794361e+01,iter=100,time_solve=25.185,time_pre=2145.567
/home/weifeng/MM/HB/bcspwr08/bcspwr08.mtx,nnzR=6050,n=1624,petsc_norm=2.997993e+00,iter=100,time_solve=26.001,time_pre=2112.693
/home/weifeng/MM/HB/bcsstk14/bcsstk14.mtx,nnzR=63454,n=1806,petsc_norm=2.945734e+01,iter=100,time_solve=26.128,time_pre=2158.356
/home/weifeng/MM/HB/bcsstm05/bcsstm05.mtx,nnzR=153,n=153,petsc_norm=1.564684e-04,iter=14,time_solve=3.663,time_pre=2171.197
/home/weifeng/MM/HB/bcsstm26/bcsstm26.mtx,nnzR=1922,n=1922,petsc_norm=1.174894e+01,iter=100,time_solve=26.171,time_pre=2166.257
/home/weifeng/MM/HB/can_1072/can_1072.mtx,nnzR=12444,n=1072,petsc_norm=7.694714e-01,iter=100,time_solve=26.010,time_pre=2174.875
/home/weifeng/MM/HB/can_96/can_96.mtx,nnzR=768,n=96,petsc_norm=3.496762e-15,iter=2,time_solve=0.883,time_pre=2172.301
/home/weifeng/MM/HB/dwt_361/dwt_361.mtx,nnzR=2953,n=361,petsc_norm=1.440247e-01,iter=100,time_solve=24.376,time_pre=2140.987
/home/weifeng/MM/HB/eris1176/eris1176.mtx,nnzR=18552,n=1176,petsc_norm=1.509029e+00,iter=100,time_solve=26.239,time_pre=2155.617
/home/weifeng/MM/HB/gemat11/gemat11.mtx,nnzR=33185,n=4929,petsc_norm=6.383662e+02,iter=100,time_solve=26.157,time_pre=2150.480
/home/weifeng/MM/HB/impcol_b/impcol_b.mtx,nnzR=312,n=59,petsc_norm=9.959306e-03,iter=100,time_solve=23.265,time_pre=2115.878
